Name,Coordinates,Population
Cape Town,"-33.92584, 18.42322",4710000
Huanggang,"23.67704, 116.99961",225956
Les Coteaux,"45.28338, -74.23254",17396
San Juan de Aznalfarache,"37.35813, -6.03731",20779
Peñarroya-Pueblonuevo,"38.3, -5.26667",11883
Raqo,"6.41919, 45.85251",25090
Sirpur,"19.47953, 79.57558",10116
Payyannūr,"12.0935, 75.20249",70069
Panamaram,"11.74014, 76.07369",11651
North Lakhimpur,"27.23517, 94.10357",59841
Kunkujang,"13.38972, -16.67278",19998
Bruay-la-Buissière,"50.48333, 2.55",24474
Kanayannur,"9.96667, 76.26667",851406
Dehdasht,"30.79337, 50.56508",69726
Ma Tau Kok,"22.3215, 114.1905",14397
Vsevolozhsk,"60.01512, 30.67314",48224
Roshal’,"55.66853, 39.87488",21951
Nikol’sk,"53.71886, 46.07118",24300
Omsk,"54.99244, 73.36859",1172070
Kedrovka,"55.52138, 86.09508",17752
Aiseau,"50.41158, 4.58671",10906
Penha,"-26.76944, -48.64583",20096
Jequitinhonha,"-16.43389, -41.00333",15463
Campestre,"-21.71111, -46.24639",11802
Bom Jesus do Galho,"-19.82889, -42.31611",12475
Almenara,"-16.18361, -40.69444",29333
Cërrik,"41.03167, 19.97583",14269
Arica,"-18.4746, -70.29792",185999
Njombé,"4.58056, 9.66472",27130
Dachang,"31.26861, 109.8021",36217
Weixinghu,"29.2445, 105.88001",38112
San Antonio de los Baños,"22.89018, -82.50099",42724
Manicaragua,"22.15021, -79.97867",41532
Coesfeld,"51.94349, 7.16809",36631
Ribarroja del Turia,"39.54595, -0.57069",21992
Valence,"44.9256, 4.90956",63864
Kingston upon Thames,"51.41259, -0.2974",10001
Kilkís,"40.99302, 22.87433",22914
Fergus,"43.70604, -80.37761",20767
Kanyama,"-7.51668, 24.17404",80043
Knokke-Heist,"51.35, 3.26667",33781
Suzhou,"31.30408, 120.59538",6715559
Shulan,"44.41134, 126.94827",77420
Nanyang,"33.95705, 104.64327",12267
Yongrong,"29.33898, 105.65778",14305
Taoyuan,"26.2283, 100.56",34655
Taitou,"37.02733, 118.63392",60354
Cojutepeque,"13.71667, -88.93333",48411
Khlung,"12.45467, 102.22142",13286
Apac,"1.97556, 32.53861",67700
Citrus Park,"28.07835, -82.56982",24252
Minneola,"28.57444, -81.74619",10735
Americus,"32.07239, -84.23269",16028
LaGrange,"33.03929, -85.03133",29588
Razumnoye,"50.53439, 36.68462",15529
Qurayyat,"31.33176, 37.34282",102903
Zamora,"-4.06685, -78.95488",15276
Alberic,"39.11667, -0.51667",11175
Monzón,"41.91084, 0.19406",17042
Rixheim,"47.7497, 7.40203",13608
Galébré,"6.0059, -6.29403",21245
Neuwied,"50.4336, 7.47057",66805
Horn,"53.55406, 10.08989",37903
Nakskov,"54.83038, 11.13567",12495
Ar Riyāḑ,"31.24193, 30.94504",24254
Parets del Vallès,"41.57481, 2.23306",17632
Kitangari,"-10.65, 39.33333",10956
Warren,"41.73038, -71.28255",11280
Onalaska,"43.88441, -91.23514",18468
Escondido,"33.11921, -117.08642",151038
Eagle,"43.69544, -116.35401",23612
Kapiri Mposhi,"-13.97147, 28.66985",37942
Orenburg,"51.7727, 55.0988",564773
Gvardeysk,"54.64772, 21.06513",13088
Grazhdanka,"60.017, 30.417",71128
Goryachevodskiy,"44.02361, 43.09222",35075
Västervik,"57.7584, 16.63733",21178
Kōka,"34.9802, 136.15752",89619
Voi,"-3.39605, 38.55609",53353
Cheonan,"36.8065, 127.1522",666417
Saryozek,"44.36178, 77.97279",13930
Justiniškės,"54.71664, 25.2174",31000
Hînceşti,"46.83047, 28.59064",16900
Tuqiao,"29.76982, 106.01312",13496
Granada,"3.54625, -73.70687",32365
Putra Heights,"2.99361, 101.57255",60000
Rano,"11.55684, 8.58065",17972
Galatone,"40.14673, 18.06937",14153
Jagatsinghapur,"20.2557, 86.17112",32945
Kirandul,"18.63649, 81.25827",19053
Santa Tecla,"13.67694, -89.27972",124694
Hollywood,"26.0112, -80.14949",149728
Talavera,"15.5883, 120.9192",64610
Calulo,"-10.00055, 14.89519",44000
Funaishikawa,"36.46667, 140.56667",35318
Yorosso,"12.35811, -4.77688",17447
Tequila,"20.88205, -103.83599",29203
Spoleto,"42.74071, 12.73899",19266
Rehab,"32.32341, 36.09087",10000
Shiraoka,"36.01839, 139.66034",50974
Augustów,"53.84321, 22.97979",29752
La Rinconada Ana Maria (La Rinconada),"-14.63392, -69.44694",12183
Wewak,"-3.54964, 143.63229",18230
Katagum,"12.28507, 10.35027",10602
Hagerstown,"39.64176, -77.71999",40432
Southern Pines,"35.17405, -79.39225",13539
Marion,"42.03417, -91.59768",37330
Forest Hills,"42.95947, -85.48975",25867
Diamond Springs,"38.69463, -120.81494",11037
Zhirnovsk,"50.98448, 44.77347",17887
Anamur,"36.07508, 32.83691",57128
Chanika,"-5.41667, 38.01667",30905
Damascus,"33.5102, 36.29128",1569394
Sai Buri,"6.70131, 101.61675",14356
Homewood,"33.47177, -86.80082",25708
West Humber-Clairville,"43.71619, -79.59636",33312
Wilmersdorf,"52.48333, 13.31667",101877
Figueres,"42.26645, 2.96163",43330
Ciutadella,"40.00112, 3.84144",29160
Tarbes,"43.23407, 0.07139",52106
Sunninghill,"51.40135, -0.65557",11603
Fontenay-sous-Bois,"48.85442, 2.48268",52075
Las Choapas,"17.91177, -94.09646",42693
Pocrí,"8.25639, -80.54626",12304
Jamay,"20.29349, -102.70754",17204
Gokak,"16.16901, 74.82393",73478
Bokajān,"26.02131, 93.77945",16561
Bharatpur,"27.21731, 77.49009",229384
Noida,"28.58, 77.33",293908
Cochabamba,"-17.3895, -66.1568",841276
Tobias Barreto,"-11.18389, -37.99833",29740
Silvânia,"-16.65889, -48.60806",11377
Quatis,"-22.40722, -44.25806",10289
Mata de São João,"-12.53028, -38.29917",26679
Cronulla,"-34.06251, 151.14961",17703
Broken Hill,"-31.9652, 141.4512",18027
Spitalfields,"51.5202, -0.07436",10286
Penicuik,"55.83116, -3.22608",16110
Flitwick,"52.00338, -0.49472",12983
Īteya,"8.13333, 39.23333",31100
Villemomble,"48.88333, 2.5",28001
Rewa,"24.53256, 81.29234",208461
Mundra,"22.83918, 69.7219",15220
Lakki,"32.60724, 70.91234",36391
Kinel’,"53.22571, 50.62907",34336
Mariestad,"58.70971, 13.82367",16122
Gemlik,"40.43094, 29.15969",71063
Boldeşti-Scăeni,"45.03333, 26.03333",11460
Port Charlotte,"26.97617, -82.09064",54392
Ruskin,"27.72086, -82.43315",17208
Druid Hills,"33.78038, -84.33604",14568
Khilok,"51.36777, 110.46804",10627
Crestwood,"38.557, -90.38178",11966
Martin,"36.3434, -88.85034",10959
Duncanville,"32.6518, -96.90834",39826
Massapequa Park,"40.68038, -73.45512",17232
Blythe,"33.6103, -114.59635",19208
Mona Vale,"-33.67757, 151.30307",10536
Gillingham,"51.38914, 0.54863",101187
Tejupilco de Hidalgo,"18.90475, -100.15275",25631
Qincheng,"27.2127, 116.53008",99987
Fu’an,"27.09131, 119.64446",154439
Baoqing,"46.32452, 132.1897",62991
Gislaved,"57.3044, 13.54078",10180
Akdepe,"42.05513, 59.37877",14177
Edirne,"41.67719, 26.55597",180002
Bugembe,"0.48213, 33.24065",11598
Neubiberg,"48.0771, 11.65812",12717
Az Zaynīyah Qiblī,"25.75089, 32.6776",20000
Sant Joan de Vilatorrada,"41.74549, 1.80476",10779
Kempele,"64.91314, 25.50339",14293
Pir Jo Goth,"27.59178, 68.61848",35537
Chikusei,"36.316, 139.98238",99987
Kabarnet,"0.49194, 35.74303",24661
Betio Village,"1.35797, 172.92105",12509
Marrakesh,"31.63416, -7.99994",995871
Mangochi,"-14.47815, 35.26448",60338
San Andrés Tuxtla,"18.4487, -95.21327",61769
Azzano Decimo,"45.90937, 12.6642",12320
Davorlim,"15.27221, 73.99242",11417
San Juan de los Lagos,"21.24893, -102.33036",48684
Zayukovo,"43.61611, 43.33389",10559
Petrovsk,"52.30639, 45.39167",33622
Kovdor,"67.56627, 30.47765",19518
Borisovka,"50.60155, 36.01549",14148
Gubkinskiy,"64.434, 76.50261",20463
Kholmsk,"47.04737, 142.05048",32681
Irosin,"12.70013, 124.03221",20716
Carcar,"10.1061, 123.6402",40739
Złotów,"53.36346, 17.04082",18395
Kędzierzyn-Koźle,"50.34984, 18.22606",65636
Uspenskoye,"44.8311, 41.3927",11843
Balezino,"57.9787, 53.0138",16618
Făgăraș,"45.85, 24.96667",30714
South Daytona,"29.16582, -81.0045",12584
Pontinha,"38.76771, -9.19935",23249
Bikramganj,"25.21073, 84.25508",42626
Keng Hau,"22.36507, 114.17472",18707
Al Qāhirah al Jadīdah,"30.04214, 31.44446",313139
Tönisvorst,"51.32092, 6.49412",30296
São Sebastião,"-23.76, -45.40972",76367
Armadale,"-32.14607, 116.0093",13415
Diamond Bar,"34.02862, -117.81034",56897
Chitungwiza,"-18.01274, 31.07555",371244
San Felipe,"21.47831, -101.21566",28452
Veenendaal,"52.02863, 5.55891",61271
Lillehammer,"61.11514, 10.46628",28425
Chaska,"44.78941, -93.60218",25199
Davydovo,"55.60859, 38.86109",10606
Kot Addu,"30.46907, 70.96699",104217
Aci Catena,"37.60614, 15.14165",24663
Genoa,"44.40478, 8.94439",580097
Jāwā,"31.85247, 35.93928",10628
Fuchūchō,"34.5735, 133.23513",50746
Tianzhuang,"36.79583, 119.73667",64957
Linqu,"36.51556, 118.53972",299646
Puchuan,"24.7031, 98.57007",27049
Blankenburg,"51.79025, 10.95509",15963
Azazga,"36.74472, 4.37222",26515
Conil de la Frontera,"36.27719, -6.0885",20984
Kehl,"48.57297, 7.81523",34009
Wadgassen,"49.26667, 6.78333",18464
Kani,"8.47807, -6.60509",11547
Bagohouo,"6.89011, -7.19282",13441
Obihiro,"42.91722, 143.20444",165851
Nairobi,"-1.28333, 36.81667",4397073
Wheeling,"40.06396, -80.72091",27648
Chandler,"33.30616, -111.84125",260828
Bhādāsar,"28.31457, 74.28952",33006
Moriguchi,"34.73333, 135.56667",142655
Kameda-honchō,"37.87214, 139.1099",32765
Prairieville,"30.30297, -90.97205",26895
Jefferson City,"38.5767, -92.17352",43169
Arsk,"56.09151, 49.87783",17243
Koszalin,"54.19438, 16.17222",107450
Jelenia Góra,"50.89973, 15.72899",87310
Pudozh,"61.80415, 36.5277",10605
Caaguazú,"-25.47104, -56.01603",54808
Novomoskovsk,"48.62893, 35.2589",70550
Jupiter,"26.93422, -80.09421",62707
Moultrie,"31.17991, -83.78906",14377
Middletown,"39.51506, -84.39828",48760
Wittenheim,"47.8109, 7.32756",15747
Saint-Julien-en-Genevois,"46.14434, 6.08256",10108
Kilwinning,"55.65333, -4.70666",16420
Pfullingen,"48.46458, 9.22796",18269
Chengxiang,"31.39798, 109.57063",89080
Wushan,"36.24725, 118.83832",33881
Gabela,"-10.85147, 14.37993",116903
Neugraben-Fischbek,"53.46579, 9.84344",32054
Hoyerswerda,"51.43787, 14.23549",43681
Hemer,"51.38707, 7.77019",37502
Blankenese,"53.55698, 9.8059",13637
El Aouinet,"35.86691, 7.88673",32971
Beni Tamou,"36.53833, 2.82174",33846
Vienenburg,"51.95242, 10.56374",11417
Treuchtlingen,"48.95473, 10.90833",13141
Calasiao,"16.0111, 120.36",24276
Gujar Khan,"33.25411, 73.30433",69374
Fânzeres,"41.16754, -8.52981",23916
Uruburetama,"-3.625, -39.50833",12075
Santana do Ipanema,"-9.37833, -37.24528",26146
Cascavel,"-24.95583, -53.45528",257172
Presidencia de la Plaza,"-27.00147, -59.84243",12231
Şuşa,"39.76006, 46.74989",18662
Zonhoven,"50.99064, 5.36819",19922
Temse,"51.12794, 4.21372",26054
Diégonéfla,"6.28919, -5.57413",43456
Biankouma,"7.73909, -7.61377",23232
Bécédi-Brignan,"5.90909, -4.01281",20284
Severn,"39.13705, -76.6983",44231
Finneytown,"39.20034, -84.5205",12741
Söke,"37.7482, 27.40614",68230
Akdağmadeni,"39.66028, 35.88361",23048
Alaca,"40.16833, 34.8425",27019
Slavuta,"50.29609, 26.86613",35068
Rozdilna,"46.85479, 30.07091",17858
North Fort Myers,"26.66729, -81.88009",39407
Korāput,"18.81199, 82.71048",41170
Broadfield,"51.09714, -0.20664",13000
Savignano sul Rubicone,"44.09009, 12.39935",14715
Sādāt,"25.67117, 83.30269",11211
Ratia,"29.69029, 75.57688",26524
Mūdbidri,"13.06653, 74.99525",30632
Bar-le-Duc,"48.77275, 5.16108",18595
Paullo,"45.41834, 9.40042",10877
Helong,"42.53974, 128.99722",85756
Yingqiu,"36.52663, 118.99285",92564
Roßdorf,"49.85972, 8.76167",12199
Backnang,"48.94743, 9.43718",35778
Salah Bey,"35.85451, 5.29053",23339
Iwatsuki,"35.96474, 139.69644",108833
Mauá,"-23.66778, -46.46139",477552
Correia Pinto,"-27.58472, -50.36111",13752
Carauari,"-4.88278, -66.89583",18059
Kant,"42.89106, 74.85077",22617
Novokazalinsk,"45.84806, 62.15254",35883
Sri Jayewardenepura Kotte,"6.88297, 79.90708",115826
Ampanihy,"-24.6937, 44.74581",40244
Santa Ponsa,"39.50868, 2.4766",10736
Pamulang,"-6.34278, 106.73833",174557
Kanigiri,"15.40555, 79.50694",25045
Gorakhpur,"26.76628, 83.36889",674246
Ghiror,"27.18912, 78.79312",14011
Cuddalore,"11.75617, 79.76693",173636
Ashoknagar,"24.57578, 77.73123",64722
Néa Ionía,"39.37904, 22.92752",32661
Santa María Chimalhuacán,"19.42155, -98.95038",612383
Huanggang,"30.45143, 114.87035",366769
Caucasia,"7.98654, -75.19349",58034
Lajas,"22.41479, -80.2931",22602
Lawas,"4.8604, 115.409",38385
Lau,"9.20827, 11.27541",12657
Apricena,"41.78629, 15.44394",13195
Laguna City,"22.30554, 114.22861",22718
Usehat,"27.79796, 79.23763",15068
Siliguri,"26.71004, 88.42851",515574
Narsīpatnam,"17.66709, 82.61245",33755
Itimādpur,"27.23541, 78.19829",22697
Garhi Pūkhta,"29.5498, 77.30881",13381
Dewas,"22.96585, 76.05526",261218
Cortazar,"20.48362, -100.96237",61658
Ban Sam Chuk,"14.74219, 100.09531",13438
Pachino,"36.71522, 15.09019",20493
Dover,"43.19786, -70.87367",30880
Rio Rico,"31.47148, -110.97648",18962
San Mateo,"9.74004, -64.54937",11670
Terrytown,"29.91021, -90.03257",23319
Tepalcingo,"18.59498, -98.84537",12053
Pachuca de Soto,"20.11697, -98.73329",256584
Kabba,"7.82719, 6.07502",49869
Itu,"5.20131, 7.98373",36358
San Leone Mosè,"37.26497, 13.58434",13332
Rotselaar,"50.95302, 4.71665",15007
Arta,"11.52639, 42.85194",17477
Mancha Real,"37.78627, -3.61226",10972
Dübendorf,"47.39724, 8.61872",19882
Staaken,"52.53661, 13.15057",46369
Simmerath,"50.6, 6.3",15646
Bouna,"9.26927, -2.9951",24312
Saint-Giniez,"43.26946, 5.38566",13606
Southend-on-Sea,"51.53782, 0.71433",295310
Ayvalık,"39.31927, 26.69341",70002
West Palm Beach,"26.71534, -80.05337",106779
Naqādah,"25.90107, 32.72392",26774
Beniel,"38.04636, -1.00233",10933
Mitry-Mory,"48.98333, 2.61667",18562
Matoury,"4.84921, -52.32355",26350
Tlalpan,"19.29513, -99.16206",574577
Jaltenco,"19.75298, -99.0939",11093
Venaria Reale,"45.12597, 7.63136",33531
Tarquinia,"42.25419, 11.75657",11949
Dębica,"50.05146, 21.41141",47366
Loralai,"30.37051, 68.59795",37787
Mission Bend,"29.69384, -95.66495",36501
Edina,"44.88969, -93.34995",50138
Elwood,"40.84538, -73.33512",11177
Glenville,"41.53338, -81.61735",23559
Quartz Hill,"34.64526, -118.21813",10912
Willowbrook,"33.91696, -118.25507",35983
St. Charles,"38.60728, -76.92478",33379
Dolores,"-33.53009, -58.21701",17174
Tinaco,"9.69894, -68.43273",38172
Weinan,"34.50355, 109.50891",1199290
Dali,"25.58474, 100.21229",235305
Lovech,"43.13333, 24.71667",29659
Birigui,"-21.28861, -50.34",102277
La Paz,"24.14231, -110.31316",250141
Tipitapa,"12.19732, -86.09706",50000
Schwäbisch Gmünd,"48.79947, 9.79809",61216
Diéhiba,"6.90152, -7.41376",15253
Huacho,"-11.10667, -77.605",54545
Izola,"45.53694, 13.66194",11223
Damboya,"7.34813, 37.95063",21800
Villeneuve-Saint-Georges,"48.73219, 2.44925",30881
Sung Noen,"14.8992, 101.82075",14365
Greytown,"-29.06415, 30.59279",13912
La Maddalena,"41.21424, 9.40833",10297
Bagnoli,"40.81322, 14.16807",23333
Thoubāl,"24.63881, 93.99639",44493
Sapatgrām,"26.33732, 90.1236",11714
Pīpār,"26.38441, 73.54394",34630
Tavistock,"50.54944, -4.14418",12280
Horley,"51.17423, -0.15919",21232
Pajacuarán,"20.11909, -102.56623",10014
Ureña,"7.92162, -72.44396",56509
Sangla Hill,"31.71667, 73.38333",57002
Ea Drăng,"13.2045, 108.21029",20600
San Mateo,"16.88206, 121.58694",16233
Uekimachi-mōno,"32.89964, 130.68898",31688
Vyāra,"21.11079, 73.39365",38168
Mau,"25.94167, 83.56111",246050
Jashpurnagar,"22.88783, 84.13864",22607
Arantāngi,"10.17235, 78.99118",35621
Ādoni,"15.62788, 77.27495",163631
Tønder,"54.93306, 8.86674",16401
La Oliva,"28.61052, -13.92912",25884
Blackpool,"53.81667, -3.05",145007
Ar Rām wa Ḑāḩiyat al Barīd,"31.84945, 35.2342",24838
Lívingston,"15.82826, -88.75039",17923
Ludwigsfelde,"52.30322, 13.25405",24164
Beecher,"43.09003, -83.6944",10232
Monsey,"41.11121, -74.06848",18412
West Islip,"40.70621, -73.30623",28335
Kodamachō-kodamaminami,"36.18497, 139.13191",21544
Terrazas del Valle,"32.4875, -116.82667",20421
Weert,"51.25167, 5.70694",48662
Urussu,"54.59812, 53.46313",11279
Gallipoli,"40.05594, 17.99088",19176
Lyublino,"55.67738, 37.76005",172000
Gribanovskiy,"51.45513, 41.97395",17220
Kaltan,"53.5347, 87.2457",25903
Neijiang,"29.58354, 105.06216",1251095
Baotou,"40.6516, 109.84389",2150000
Timbiquí,"2.7717, -77.66536",21618
El Zulia,"7.93248, -72.60125",26019
Purral,"9.95689, -84.03209",30034
Pedras de Fogo,"-7.40194, -35.11639",13894
Igarassu,"-7.83417, -34.90639",86457
Aparecida de Goiânia,"-16.82333, -49.24389",510770
Campo Ramón,"-27.4549, -55.02122",10088
Dushan,"25.83333, 107.53333",80045
Babu,"24.41667, 111.51667",65603
Guanshan,"33.79833, 117.86639",51086
Hulan,"45.89326, 126.57836",109104
Puebloviejo,"10.99376, -74.28439",33720
Ascheberg,"51.78333, 7.61667",15184
Hamburg-Nord,"53.58935, 9.984",315514
Melsele,"51.22285, 4.28201",10941
El Gouna,"27.39417, 33.67825",15000
Santana,"-0.03816, -51.17476",83927
Porto Franco,"-6.33833, -47.39917",14873
Morón,"-34.65118, -58.62205",99066
Wedding,"52.54734, 13.35594",85275
Baoutifla,"7.23425, -6.47485",17712
Cork,"51.89797, -8.47061",190384
Iksāl,"32.68164, 35.32365",14784
Shorāpur,"16.521, 76.75738",49501
Pāndātarai,"22.18714, 81.32815",11000
Karambakkudi,"10.45866, 79.14101",12371
Kaimori,"23.38465, 79.7442",20154
Farrukhnagar,"17.07787, 78.20339",39766
Chaklāsi,"22.6532, 72.94497",38435
Barnāla,"30.37451, 75.5487",105016
Malkajgiri,"17.44781, 78.52633",150000
Semnan,"35.57691, 53.39205",124826
Tamale,"9.40079, -0.8393",464316
Kastav,"45.37528, 14.34861",10202
Limerick,"40.23093, -75.52212",18074
Lindon,"40.34329, -111.72076",10810
Kirguli,"40.43553, 71.76721",20459
Al Abyār,"32.19, 20.59653",32563
Arenzano,"44.40521, 8.68315",11226
Contamana,"-7.33333, -75.01667",13885
Golāghāt,"26.51167, 93.95951",34372
Garhākota,"23.7791, 79.14321",28114
Yasugichō,"35.42146, 133.24224",38875
Hortolândia,"-22.85833, -47.22",234259
Shichuan,"29.76584, 106.82284",39645
Barnstaple,"51.08022, -4.05808",31616
Jijiga,"9.35, 42.8",483000
Sélestat,"48.26195, 7.4489",18941
Biarritz,"43.48055, -1.55684",33188
Thenkasi,"8.96003, 77.31525",65496
Khargone,"21.82292, 75.61394",94985
Orël,"52.95932, 36.07805",303696
Mostovskoy,"44.41222, 40.79361",25188
Blagodarnyy,"45.09778, 43.43639",35995
Apatity,"67.58267, 33.41339",61186
Aleksin,"54.50484, 37.06697",66885
Hallstahammar,"59.61395, 16.22846",10787
Karasu Mahallesi,"41.07096, 30.78543",39508
Stebnyk,"49.30098, 23.55197",20200
Goseong,"34.97631, 128.32361",26704
Gamonal,"42.35664, -3.67321",60000
Năsăud,"47.28333, 24.4",10380
Hopkinsville,"36.86561, -87.49117",32205
Tempe Junction,"33.41421, -111.94348",158368
Rialto,"34.1064, -117.37032",103132
Auburn Gresham,"41.74179, -87.65322",45842
La Paz,"-34.76031, -56.2259",19913
Everett,"42.40843, -71.05366",46050
Mount Vernon,"40.3934, -82.48572",16742
Irmo,"34.08598, -81.18315",12056
Tongshan,"34.18045, 117.15707",329661
Sanjiang,"28.94472, 106.71056",39785
Esmeralda,"21.85139, -78.11725",20274
Mani,"13.25833, -0.21306",15066
João Neiva,"-19.7575, -40.38556",10383
Villa Regina,"-39.09631, -67.08374",31209
Neuchâtel,"46.99179, 6.931",31270
Francavilla Fontana,"40.53123, 17.58522",33415
Taketoyo,"34.85, 136.91667",43147
Roosendaal,"51.53083, 4.46528",77725
Oirschot,"51.505, 5.31389",10393
Best,"51.5075, 5.39028",29074
Dublin,"37.70215, -121.93579",57721
Upata,"8.0162, -62.40561",112617
Sar-e Pul,"36.21544, 65.93249",52121
Doncaster East,"-37.78761, 145.14888",30926
Nyambunwa,"-0.67783, 34.70722",13405
Gongmen,"34.94139, 106.29639",23100
Neustadt/Süd,"50.92509, 6.94762",37939
Kafr Şaqr,"30.79336, 31.62575",44529
Osnabrück,"52.27264, 8.0498",166462
Michelstadt,"49.67569, 9.00373",17279
Dimona,"31.07079, 35.03269",36192
Ratangarh,"28.08137, 74.61854",66625
Rāmpura,"30.256, 75.24116",45639
Nandgaon,"27.71102, 77.38653",10449
Lyon 05,"45.76106, 4.82677",49664
Milnrow,"53.61115, -2.11266",13061
Mexborough,"53.49389, -1.29243",15079
Islāmpur,"26.26541, 88.18982",55691
Bārākpur,"22.76602, 88.36336",148174
Norco,"33.93113, -117.54866",26289
Rovato,"45.56342, 10.00213",12239
Abū Zabad,"12.35, 29.25",15304
Vienna,"38.90122, -77.26526",16522
Ostrov,"57.3438, 28.35363",24500
‘Abasān al Kabīrah,"31.31913, 34.34005",18163
Guézon-Tahouaké,"7.0761, -7.18719",11438
Nada,"19.52134, 109.57895",256652
Xihai,"36.87509, 100.96092",13161
Grenaa,"56.41578, 10.87825",14176
Aïn Oulmene,"35.92296, 5.29604",51207
Bellwood,"41.88142, -87.88312",19308
Jamestown,"46.91054, -98.70844",15422
Yorba Linda,"33.88863, -117.81311",67973
Kelso,"46.14678, -122.90844",11901
Chungju,"36.97666, 127.9287",209483
Bani Walid,"31.74554, 13.98354",45734
Chioggia,"45.21857, 12.27774",41897
Somotillo,"13.04387, -86.90506",15385
Miyata,"33.70811, 130.65297",20421
Rājshāhi,"24.374, 88.60114",763580
Zwijndrecht,"51.21979, 4.32664",18249
Chahe,"34.53333, 117.88333",30094
San Isidro,"9.3674, -83.69713",34877
Ouargla,"31.94932, 5.32502",169928
Metamórfosi,"38.06576, 23.76356",29891
Acharnés,"38.08333, 23.73333",99346
Landerneau,"48.4515, -4.25175",16052
Wanaraja,"-7.1749, 107.9808",26240
Banjarmasin,"-3.31987, 114.59075",657663
Sohāgpur,"22.70055, 78.19522",23849
Khātegaon,"22.59573, 76.9133",23405
Tai Mong Tsai,"22.40034, 114.30249",11526
Nushki,"29.55218, 66.02288",27680
Wołów,"51.33656, 16.64429",12276
Swarzędz,"52.41289, 17.08503",29010
Bazarnyy Karabulak,"52.26833, 46.41444",10389
Ţayyibat al Imām,"35.26592, 36.71219",29259
Sahline,"35.75166, 10.71109",13806
Tako,"35.73333, 140.46667",14387
Machina,"13.13639, 10.04924",11707
Taizhou,"32.49069, 119.90812",1607108
Wenshan City,"23.36306, 104.25047",450000
San Mateo,"14.6982, 121.1236",134327
Mianke Mor,"31.2024, 73.94857",86900
Kozy,"49.84756, 19.14891",11920
Gondomar,"41.14454, -8.53223",27691
Hotaka,"36.3396, 137.88254",33195
Fujinomiya,"35.21667, 138.61667",132507
